scores,states
"[0, 0, -1, 0, 0, 0, -1]",120102010010201001000000200000020000000000
"[0, 0, 0.01785, 0, 0, 0, 0]",222102020110001011000100200020020001001000
"[-1, 0, 0, 0, 0, 0, 0]",221120011212000211100011220000102000000200
"[0.0119, 0, 0, 0, 0, 0, 0]",202120010110002001000100200000020000001000
"[-1, 0, 0, 0, 0, 0, 0]",212120010110002001000100200020020000001000
"[0, 0, 0.02321, 0, 0, 0, 0]",212100220110021001002100200110020002001000
"[0, -1, -1, 0, 0, 0, 0]",212100222110021011002100200110020002001000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100221010001101000210200012010000002000
"[0, 0, 0.0119, 0, 0, 0, 0]",220100221010001101000210200012010002102000
"[0, 0, -1, 0, 0, 0, 0]",222110221010001101000210200012010002102000
"[0, 0, 0, 0, 0, -1, 0]",000122000011200000120000001000000000000000
"[0, 0, -1, 0, 0, 0, 0]",211122221010001201000110200012020002001000
"[0, 0, 0, 0, 0.0119, 0, 0]",211120210210021011001102200020210002021000
"[0, 0, 0, -1, 0, 0, 0]",221122011212101211100121220022210002110000
"[0, -1, 0, 0, 0, 0, 0]",222102021210001011000102200010110002021000
"[0, 0, -1, 0, 0, 0, 0]",220122211012121202102110110122012001102000
"[0, 0, -1, 0, 0, 0, 0]",220120211011001201100120200021020001200000
"[0.0119, 0, 0, 0, 0, 0, 0]",212100221210011012000000100000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212100221210011012000200100010020000000000
"[0, -1, 0, 0, 0, 0, 0]",212100221210011012000201100010020002000000
"[0, -1, -0.65715, 0, 0, -1, -0.65194]",202120210111021021202101220120111002002100
"[0.02083, 0, 0, 0, -1, 0, 0]",211122001112200001000000200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",211122021112200101000000200000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",200120010012002001100100200000020000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",202120010112002001100100200000020000001000
"[0, 0, 0, 0, -1, 0, 0]",222120010112002011100100200000020000001000
"[0, -1, -1, 0, 0, 0, 0]",212122221110001201000110200010020002001000
"[-1, 0, 0, 0, 0, 0, -1]",112120212110022001002100200100000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",212102222010001101000110200010020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",212102222010101101000110200012020002001000
"[0, 0, -1, 0, 0, 0, 0]",212102222010111101000110200012020002201000
"[-1, -1, 0, 0, 0, 0, 0]",221122201110200112000010100000020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122100021110000122000021200000010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120021112000122000010100000020000001000
"[0, -1, 0.02343, 0, 0, 0, 0]",201112020212001011000100200010020000002000
"[0, 0, 0, 0, 0, 0, 0.01785]",101122210110201000020200001010000202000000
"[0, -1, -1, 0, 0, 0, 0]",101122210110221010020200001010000202000000
"[0.04705, 0, 0, 0, 0, 0, 0]",112120010122001011000201200010220000002000
"[0, 0, 0, 0, 0, 0, 0.0119]",112120010122001011000201200010220002012000
"[0, 0, 0, 0, 0.01785, 0, 0]",012110200210000012000001200000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",012110200212000012000001200000100000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",200122010011100002000000100000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",200122010011100002120000100000020000000000
"[-1, 0, 0, 0, 0, 0, 0]",201122010011102002120000100000020000000000
"[0, 0.03154, 0, 0, 0, 0, 0]",221100221010021001002100200120000001000000
"[0, 0.02618, 0, 0, 0, 0, 0]",221101221010021201002100200120000001000000
"[0, 0, 0.01785, 0, 0, 0, 0]",221101221110021201002120200120000001000000
"[0, 0.02321, 0, 0, 0, 0, 0]",222122011210201211010112200020100001000000
"[0, 0, 0.01785, 0, 0, 0, 0]",222122011210201211010112200022100001100000
"[0, 0, 0, 0, 0.0119, 0, 0]",222122011211201211010112200022100001120000
"[0.06131, 0, 0, 0, 0, 0, 0]",220112211010100001010000200000020000002000
"[0.0338, 0, 0, 0, 0, 0, 0]",220112211011102001010000200000020000002000
"[-1, 0, 0, 0, 0, 0, 0]",220112211011102001110000202000020000002000
"[0, 0, 0.02603, 0, 0, 0, 0.03623]",201122020211001011000101200010020002002000
"[0, 0, 0, 0, 0, 0.02232, 0]",221122021211001011000101200010020002002000
"[0, -0.4381, -0.4381, 0, -1, -1, -0.36514]",221122021211001211100101200010020002002000
"[0, -1, -1, 0, -1, -1, -1]",221122021211101211100101200010220002002000
"[0, 0, 0, 0, 0, 0, 0.0119]",100102200020000001000000100000020000001000
"[-1, 0, 0, 0, 0, 0, 0]",110102200020020001000000100000020000001000
"[0, 0, 0, 0, 0, 0, 0.02618]",220120011011000201000020200001000000000000
"[0.01726, 0, 0, 0, 0, 0, 0]",220121011011002201000020200001000000000000
"[0, 0, -1, 0, 0, 0, 0]",220121011011102201220220210011000001200000
"[0, 0.0119, 0, 0, 0, 0, 0]",221102021010001101000220200011020002001000
"[0, 0, 0.0119, 0, 0, 0, 0]",221102021110001101000220200011020002201000
"[0, 0, 0.0119, 0, 0, 0, 0]",221102021110001121000221200011020002201000
"[0, 0, 0.0119, 0, 0, 0, 0]",221102021110101121000221200011220002201000
"[0, 0, 0, 0, 0, 0, 0.0119]",221102021110101121010221200011220002221000
"[0, 0, 0, 0, -1, 0, 0]",221102221110111121010221200011220002221000
"[0, -1, 0, 0, 0, -1, -1]",202120210111011021202101220120121022021100
"[0.0119, 0, 0, 0, 0, 0, 0]",202102210110112001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102210110112001000200200010000000000000
"[0, 0, 0, -1, 0, 0, 0]",212102210110112001000200200010000002000000
"[0, 0.03154, 0, 0, 0, 0, 0]",220120211011010001200000200000000000000000
"[0, 0, 0, 0, 0, 0, 0.02083]",220120211011011201200000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220120211011011201202100200000000000000000
"[0.05721, 0, 0.03081, 0, 0, 0, 0]",210100022010001001000100200010020000002000
"[0, -0.42638, 0.04998, 0, 0, 0, 0]",210100022010001101000100200010020002002000
"[0, -1, -1, 0, -1, -1, -1]",211100022010001101000120200010020002002000
"[0, -1, -1, 0, -1, -1, -1]",211122020112101011100102220010020002002000
"[0, 0.0119, 0, 0, 0, 0, 0]",200122010011102002000000100000000000000000
"[0.03554, 0, 0, 0, 0, 0, 0]",200122010011102002100200100000000000000000
"[0, 0, 0, 0, 0, 0, 0.02618]",200122010011102002100200100020000001000000
"[0, 0, 0, 0, 0, 0, 0.0119]",100120220010022002000100100020010001001000
"[0, 0, 0, 0, 0, 0, 0.0119]",120120221010022002000100100020010001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120221010022002002100100120010001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120221011022202002100100120010001001000
"[0, 0, -1, 0, 0, 0, 0]",121120221011022202002120100120010001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122210012101001100200200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122211012101001100200200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122211012101201100210200010000002000000
"[0, -1, 0, 0, 0, 0, 0]",221122211012101201110210200012000002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",221110222010001101000100200010020000002000
"[0, -1, 0, 0, -1, 0, 0]",221110222012001101100110200010020002002000
"[0, -1, 0, 0, 0, -1, -1]",202120210111001021200101220020111002022100
"[0, -1, -1, 0, -1, -1, -1]",202120210111011021200102210020120002001000
"[0.0402, 0, 0, 0, 0, 0, 0]",222100020010001002000100100010010000002000
"[0, 0, 0.03303, 0, 0, 0, 0]",222100020110001002000100100010010002002000
"[0, 0, 0.01785, 0, 0, 0, 0]",201122210011102002100200100020000001000000
"[-1, 0, 0, 0, 0, -1, 0]",122120011222001011100200000000000000000000
"[0, 0, 0, 0, 0, 0, 0.01785]",222120021212001011100202220010110001001000
"[0, -1, -1, 0, 0, 0, 0]",222120221212001011100202220010111001001000
"[0.03395, 0, 0, 0, 0, 0, 0]",112100221020000001000000200000010000000000
"[0.03154, 0, 0, 0, 0, 0, 0]",112100221120002001000000200000010000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",112100221120002001000200200010010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112100221120002101000200200010010002000000
"[0.02083, 0, 0, 0, 0, 0, 0]",221120020112001022100201110020120000001000
"[0, 0, 0, 0, 0.0119, 0, 0]",221120020112001022100201110020121002001000
"[0.04047, 0, 0, 0, 0, 0, 0]",202120010212000011100000200000010000000000
"[0.02306, 0, 0, 0, 0, 0, 0]",202120010212002011100001200000010000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",202120010212002011100201200000110000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",221120021112000122000011100002020000001000
"[-1, 0, 0, 0, 0, 0, 0]",221120021112000122000011100002220000011000
"[0.0119, 0, 0, 0, 0, 0, 0]",120110212010002201000010200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120110212010002201000210200010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120110212010002201000210200011000002000000
"[0, 0, -1, 0, 0, 0, 0]",121110212010002201000210200011000002200000
"[0.07881, -1, 0, 0, 0, 0, 0]",200121020010001001000100200010020000002000
"[0, 0.06206, 0, 0, 0, 0, 0]",200121020011001001000100200010020002002000
"[0, 0, 0, 0, 0.04375, 0, 0]",220121020011101001000100200010020002002000
"[0, 0.03395, 0, 0, 0, 0, 0]",220121022011101101000100200010020002002000
"[0, 0.03154, 0, 0, 0, 0, 0]",221121022011101101000120200010020002002000
"[0, 0.02083, 0, 0, 0, 0, 0]",221121022011101101100120200012020002002000
"[0, 0, -1, 0, 0, 0, -1]",221121022011101101110120200012020002202000
"[0, 0, 0, 0.03395, 0, 0, 0]",120120211011001002000200200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120211011001002000200200020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120211011001202000210200020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120211011001202100210200022000001000000
"[0, 0, -1, 0, 0, 0, 0]",120120211011001202100210200022010001200000
"[-1, 0, 0, 0, 0, 0, 0]",122100021110000122000021200002010000100000
"[0.0119, 0, 0, 0, 0, 0, 0]",221110211010022201000210200011020000000000
"[0, -1, 0, 0, 0, 0, 0]",221110211011022201000210200011020002000000
"[0, 0, 0, 0, 0, -1, 0]",212100221110001011000201200010220001022000
"[0.0119, 0, 0, 0, 0, 0, 0]",212122001110200101000000200000000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",222122020111001011100102210010212002012000
"[0, -1, -1, -1, -1, -1, 0]",222102210110111011000102200020000002000000
"[0, 0, 0, 0, 0.02618, 0, 0]",120122211010001101000200200000020000000000
"[-1, -1, 0, 0, 0, 0, 0]",121122211010001101000200200020020000000000
"[-1, -0.42638, 0, 0, 0, 0, 0]",220112211011102001110200200000020000002000
"[0, -1, 0, 0, 0, 0, 0]",211122222010021101000110200010020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",202102120010201001010100200010020002001000
"[0, 0, 0, 0, 0, 0, 0.0119]",222102121010201001010100200010020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",222102121010221101010100200010020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",222102121010221101011120200010020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",222102121010221101011120201012020002001000
"[0, 0, -1, 0, 0, 0, 0]",222102121010221101011120201012020102201000
"[0, 0, 0, 0.0119, 0, 0, 0]",221120011212000121100001220000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",221120011212002121100011220000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120122011010200000020000001000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120122011010202000020100001000000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",120122011010202100020100001020000000000000
"[-1, 0, 0, 0, 0, 0, 0]",120122011010202100020110001020000200000000
"[0, 0, 0, 0, 0, 0, 0.0119]",201120020112001002100200120010020001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",201120220112001002100200120010021001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",201120220112001022100201120010021001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201120220112001022100201120010221001010000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120220112001022100201120010221001011000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120222112001022100201120010221001011100
"[0, -1, 0, 0, 0, 0, 0]",221120222112001222100211120010221001011100
"[0, 0, -1, 0, 0.02321, 0, 0]",220121011011102201200000200000000000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",220121011011102201200010220000000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",220121011011102201200210220010000000000000
"[0, -1, 0, 0, 0, 0, -1]",221121011011102201200210220010000002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102120010011001000100200020020000001000
"[0, 0, 0, 0, 0.0119, 0, 0]",202102120110011001000100200020020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",202122120110011011000100200020020002001000
"[0, 0, -1, 0, 0, 0, 0]",222122120111011011000100200020020002001000
"[0, 0, 0, 0, -1, 0, 0]",212102221110111221010121202012220102121000
"[0, 0, 0, 0, 0, -1, 0]",222120210112002011100100210010020002001000
"[-1, 0, 0, 0, 0, 0, 0]",112120211020021101000200200000000000000000
"[-1, -1, -1, -1, -1, 0, 0]",202122210011101001000200200010000000000000
"[0, -1, -1, 0, -1, -1, -1]",222122220111001011100201210010020001002000
"[0, -1, 0, 0, 0, -1, -1]",202120210111021021202101220120111012022100
"[0.0119, 0, 0, 0, 0, 0, 0]",221121001212000102000000100000020000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",221121021212001102000000100000020000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",221121021212001102000200100010020000001000
"[0, -1, 0, 0, 0, 0, 0]",221121021212001102000210100010020002001000
"[0.02321, 0, 0, 0, 0, 0, 0]",201120020012001002100000100000020000001000
"[0, 0, 0.02321, 0, 0, 0, 0]",211120020012001002100200100000020000001000
"[0, 0, 0, 0, 0, 0.0119, 0]",211120020212001002100200110000020000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120020212001002100200110020020001001000
"[0, 0, 0, 0, 0, 0.0119, 0]",211121022212001002100200110020020001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",211121022212201102100200110020020001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",211121022212201102100220110021020001001000
"[0, 0, -1, 0, 0, 0, 0]",211121022212201102100220110021021001201000
"[0, 0.0119, 0, 0, -1, 0, 0]",212100221110021021002100200110020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",212100221110021221002101200110020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",212100221110021221002121200111020002001000
"[0, 0, 0.0119, 0, 0, 0, 0]",212100221110021221002121200111120002201000
"[0, 0, 0, 0, -1, 0, 0]",212101221110021221002121200111120002221000
"[-1, -1, -1, 0, -1, -1, -1]",112122010122001011100201200000020000002000
"[0.01785, 0, 0, 0, 0, 0, 0]",121122211012001101000200200000020000000000
"[0.04112, 0, 0, 0, 0, 0, 0]",201122010112000001000000200000000000000000
"[-1, -1, -1, -1, 0, 0, 0]",201122010112002001200100210000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",202120210111011021200102210020120000021000
"[0, 0.01785, 0, 0, 0, 0, 0]",201120220110021001002200200110000001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",221120220110021011002200200110000001000000
"[0, 0, 0, 0, 0, 0, -1]",120122021011101002020100200020000001000000
"[0, 0, 0, 0, 0.02306, 0, 0]",202112210211001011000100200020020000000000
"[-1, -1, -1, -1, -1, 0, 0]",202112210211101011200100200020020000000000
"[-1, 0, 0, 0, 0, 0, 0]",122100211010001101000200200000020000002000
"[0, 0, 0, 0, -1, 0, 0]",222112120111001011000102200020020002001000
"[0, 0, 0.02321, 0, 0, 0, 0]",211121220210001022000201100010020000001000
"[0, 0.02321, 0, 0, 0, 0, 0]",211121220210001022000201100010220001001000
"[0, 0.02321, 0, 0, 0, 0, 0]",211121222210001122000201100010220001001000
"[0, 0.02321, 0, 0, 0, 0, 0]",211121222210001122000221100011220001001000
"[0, 0, 0, 0, 0.02321, 0, 0]",211121222210001122000221100011220001211000
"[0, 0, 0, 0, 0.02321, 0, 0]",211121222212001122100221100011220001211000
"[0, 0, 0, 0, 0.02321, 0, 0]",211121222212001122100221120011221001211000
"[0, 0, 0, 0, 0, 0.01785, 0]",211121222212011122100221120011221001211200
"[0, 0, 0, 0, 0, 0, 0.0119]",211121222212211122101221120011221001211200
"[0, 0.03395, 0, 0, 0, 0, 0]",221100021010001001000200200010000002000000
"[0, 0.03154, 0, 0, 0, 0, 0]",221100021010001201000210200010000002000000
"[0, 0.02618, 0, 0, 0, 0, 0]",221100021010001201000210200012010002000000
"[0, 0, 0, 0.01785, 0, 0, 0]",221110021010001201000210200012010002200000
"[0, 0, 0, 0, 0, -1, 0]",221120211212001211100210200001020000000000
"[0, 0.03395, 0, 0, 0, 0, 0]",201120220012021001101100200010000002000000
"[0, 0.03395, 0, 0, 0, 0, 0]",221120221012021001101100200010000002000000
"[0, 0.03154, 0, 0, 0, 0, 0]",221120221012021201101110200010000002000000
"[0, 0.02618, 0, 0, 0, 0, 0]",221120221012021201101110200012010002000000
"[0, 0, 0, 0, 0.02321, 0, 0]",221120221012021201101110200012010002201000
"[-1, 0, 0, 0, 0, 0, 0]",112122021120002101000000000000000000000000
"[0, -1, -1, -1, -1, -1, -1]",222102221110201011000100200010010002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112120022120000101000000000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",112120022120000111000020000000000000000000
"[-1, -1, -1, 0, -1, -1, -1]",220112211011102201110200201000020000002000
"[0, 0, 0, 0, 0.0119, 0, 0]",221120220112021011101102210010122002012000
"[0.03395, 0, 0, 0, 0, 0, 0]",201110210010022001000100200000020000000000
"[0.03154, 0, 0, 0, 0, 0, 0]",201110210110022001000100200020020000000000
"[0, 0, 0, 0, 0.02083, 0, 0]",201110210110022011000100200020020002000000
"[0, -1, -1, -1, 0, 0, 0]",201110210112022011100100200020020002000000
"[0, 0.02235, 0, 0, 0, 0, 0]",122120012010001001000200200010020000001000
"[0, 0, 0, 0, 0.03303, 0, 0]",122122012012001201100210220012021001101000
"[0, -1, 0, 0, 0, 0, 0]",221122201110220111000010200000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",222100221110001021000100200010010000002000
"[0, -1, 0, 0, 0, 0, 0]",212122021110201101000000200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",222101021110001121000221200001110000222000
"[-1, -1, -1, 0, -1, -1, -1]",201112020212001011100102200010020000002000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102211010222101010120200021020001000000
"[0, 0, -1, 0, 0, 0, 0]",120102211010222101010120200021020001201000
"[0.03154, 0, 0, 0, 0, 0, 0]",120120211011001002000200200000020000001000
"[0, 0, 0, 0, 0, 0, 0.0119]",120120211011001002100200200020020000001000
"[0, -1, -1, 0, 0, 0, 0]",120120211011001002100200210020020002001000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120010210000022000001100000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120010210002022000101100000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120010210002022000101100020120000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120010210002022000101100020120002010000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120012210002122000101100020120002010000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120012210002122000121100021120002010000
"[0, 0, 0, 0, 0.0119, 0, 0]",211120012210002122000121100021120002211000
"[0, 0, 0, 0, 0.0119, 0, 0]",211120012212002122100121100021120002211000
"[0, 0, 0, 0, 0.0119, 0, 0]",211120012212002122100121120021121002211000
"[0, 0, 0, 0, 0, -1, 0]",211120112212002122100121120021121002211200
"[0, 0, 0, 0, 0, 0.02083, 0]",201120020212001011100101220010221002000000
"[0, -1, -1, 0, 0, -1, 0]",201122020212101011100101220010221002000000
"[0, -1, 0, 0, 0, 0, 0]",222110221110021211000201200010200001000000
"[0.03678, 0, 0, 0, 0, 0, 0]",120122011022001201100210200010000000000000
"[0, 0, 0, 0.03395, 0, 0, 0]",120122011022001201100210200011000002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120122011022001201100210200011010002200000
"[0, 0, 0, 0, 0, 0.0119, 0]",122122011022101201100210200011010002200000
"[0, 0, 0.0119, 0, 0, 0, 0]",122122011022101201120210200011010002201000
"[0, 0, -1, 0, 0, 0, 0]",122122011222101211120210200011010002201000
"[-1, 0, -1, 0, 0, 0, 0]",211102020010001001000100200020020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201120000212000002100000110000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201120020212001002100000110000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201120020212001002100200110010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120020212001002100200110010000002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",211120022212001002100200110010010002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",211122022212101002100200110010010002000000
"[0, -1, 0, 0, 0, 0, 0]",211122022212101202110200110010010002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220120211011011201202110200020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220120211011011201202110200021000002000000
"[0, 0, -1, 0, 0, 0, 0]",220120211011011201202110200121000002200000
"[0.02321, 0, 0, 0, 0, 0, 0]",220120211011000201100020200001000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102120010122002011000000000000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",102120010122002011100200000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",122120011122002011100200000000000000000000
"[0.03779, 0, 0, 0, 0, 0, 0]",221102001110200001000000200000020000001000
"[0, 0.02232, 0, 0, 0, 0, 0]",221102021110200101000000200000020000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",112122221210000101000000200000010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201102220210001011000202200010110002001000
"[0, -1, 0, 0, 0, 0, 0]",221102221210001011000202200010110002001000
"[-1, 0, 0, 0, 0, 0, 0]",221122201110000212000010100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211122020110201001000100200020020000001000
"[0, 0, 0, 0, -1, 0, 0]",211122020111201001000100200020020002001000
"[0, 0, 0, 0.0119, 0, 0, 0]",120100012010000102000020000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120100012010001102000020200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120100012010001102000220200010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120100012010001102000220200011000002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120100012010001102000220200011010002200000
"[0, 0, 0, 0, 0.0119, 0, 0]",122100012110001102000220200011010002200000
"[0, 0, -1, 0, 0, 0, 0]",122120012110001102000220200011010002201000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100212010001202000110100000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100212010001202000110100020000001000000
"[0, 0, 0, 0, 0.0119, 0, 0]",220100212010001202000110100022010001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220120212011001202000110100022010001000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220120212011001202000110100022010001201000
"[0, 0, 0.0119, 0, 0, 0, 0]",220122212011001202100110100022010001201000
"[0, 0, 0.0119, 0, 0, 0, 0]",222122212011101202100110100022010001201000
"[0, 0, -1, 0, 0, 0, 0]",222122212211101202100110110022010001201000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102211010000102000000100000010000002000
"[-1, 0, 0, 0, 0, 0, 0]",220102211010002102000010100000010000002000
"[0, 0, 0, 0, 0, 0.02321, 0]",221120211212000211100011220000210000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",221122211212100211100011220000210000000000
"[-1, -1, 0, 0, 0, 0, 0]",221122211212102211100011220001210000000000
"[0, 0, 0, 0, -1, 0, 0]",221120221012001101100110200012020002102000
"[-1, 0, 0, 0, 0, 0, 0]",121120211212001011000200200020000000000000
"[0.02618, 0, 0, 0, 0, 0, 0]",220120021010001101000200200010020000001000
"[0, 0.02321, 0, 0, 0, 0, 0]",220120021010001101000210200010020002001000
"[0, 0, 0, 0, 0.01785, 0, 0]",221120221012021201101110220012011002201000
"[0, 0, -1, 0, 0, -1, 0]",221121221012021201101110220012011002201200
"[0, 0, -1, 0, 0, 0, 0]",211120222112011202100210110022012002101000
"[0.0119, 0, 0, 0, 0, 0, 0]",211122222111200011100000200000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",211122222111202011100100200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211122020212001002100200110000021000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",211122020212101002100200110020021000001000
"[0, 0, 0, 0, 0.0119, 0, 0]",211122021212101002100200110020021002001000
"[0, -1, 0, 0, 0, 0, 0]",211122021212101102100200110020021002001200
"[-1, -1, -1, 0, 0, 0, -1]",201122220011101001000000200000000000000000
"[0, 0, 0, 0, 0, 0.03395, 0]",120122011022101201100210200011020002000000
"[0, 0.02886, 0, 0, 0, 0, 0]",120122011022101201120210210011020002000000
"[0, 0, 0, 0, 0, 0.01785, 0]",120122011022101201120210210011020002201000
"[0, 0, 0.0119, 0, 0, 0, 0]",122122011122101201120210210011020002201000
"[0, 0, 0.0119, 0, 0, 0, 0]",122122011122101221120211210011020002201000
"[0, 0, -1, 0, 0, 0, 0]",122122011122101221120211210011221002201000
"[0, 0.03779, 0, 0, 0, 0, 0]",221120011212002211100012200001000000000000
"[-1, -1, -1, 0, -1, 0, 0]",212122002112000111000001200000010000002000
"[0, 0.01785, 0, 0, 0, 0, 0]",222100221110000121000011200000010000002000
"[0.04307, 0, 0, 0, 0, 0, 0]",220102211010200101000000200000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102211010201101000020200000010000000000
"[-1, 0, 0, 0, 0, 0, 0]",221102211010201101000220200000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212120001211000001000000200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",212120021211001001000000200000010000002000
"[-1, 0, 0, 0, 0, 0, 0]",212120021211001101000200200000010000002000
"[0, 0, 0, 0, 0, -1, 0]",211120212210000122000001100000000000000000
"[0, 0, 0.01785, 0, 0, 0, 0]",212100220210001011000100200010020002001000
"[0, -1, 0, 0, 0, 0, 0]",212110222210001011000100200010020002001000
"[0, -1, 0, 0, 0, 0, 0]",212100220210001011000102200010120002001000
"[0, -1, 0, 0, 0, 0, -0.42768]",221121220112001011100102210010122002012200
"[0, 0.0119, 0, 0, 0, 0, 0]",100120220010022002002100100120010001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120220011022002002100100120010001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120222011022102002100100120010001001000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120222011022102002120100121010001001000
"[0, 0, 0, 0, 0, 0, 0.0119]",120120222011022102102120100121010001201000
"[0, 0, 0, 0, 0, 0, -1]",120120222011022102102120110121010021201000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102020010101001000100200000020000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102020010101001010100200020020000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",202112020010101001010100200020020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",222112020011101001010100200020020002001000
