scores,states
"[0, 0, 0, 0, 0, 0.03154, 0]",202102010110000002000000100000000000000000
"[0.02618, 0, 0, 0, 0, 0, 0]",202102010110200002000000100000010000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",212102010110202002000000100000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201120010010001001000100200020020000002000
"[0, 0.0119, 0, 0, 0, 0, 0]",201120010110001001000100200020020002002000
"[0, -1, 0, 0, 0, 0, 0]",221120010110001011000100200020020002002000
"[0.02321, 0, 0, 0, 0, 0, 0]",102120010020001001000000200000000000000000
"[0, 0, 0, 0, 0.03781, 0, 0]",112120010020001001000200200000000000000000
"[0, 0, 0.04307, 0, 0, 0, 0]",112120010122001001000200200000000000000000
"[0.02618, 0, 0, 0, 0, 0, 0]",112120010122001011000200200020000000000000
"[0, 0, 0.01785, 0, 0, 0, 0]",112120010122001011000201200020000002000000
"[0.03395, 0, 0, 0, 0, 0, 0]",220122011011000002000000100000000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220122011011102002000000100000000000000000
"[0.03395, 0, 0, 0, 0, 0, 0]",220122011011102002100200100000000000000000
"[0, 0.03395, 0, 0, 0, 0.01726, 0]",220122011011102002100200100020000001000000
"[0, 0, 0, 0, 0.03395, 0, 0]",220122011011102202100200110020000001000000
"[0, 0, -1, 0, 0.02321, 0, 0]",220122011011102202110200110020002001000000
"[0, 0.02321, 0, 0, 0, 0, 0]",220122011011102202110200111020002001000200
"[0, 0.01785, 0, 0, 0, 0, 0]",220122011011102202110220111020012001000200
"[0, 0, -1, 0, 0, 0, -1]",220122011011102202110220111022012001100200
"[-1, 0, -1, -1, 0.03715, 0, -1]",222120021110001021000100200000010000000000
"[0, 0, 0, 0, 0.03529, 0, 0]",202100020010001001000200200010010002001000
"[0, 0, 0.02618, 0, 0, 0, 0]",202120020111001021000200200010010002001000
"[0, 0, 0.01785, 0, 0, 0, 0]",202120020111001021000202200010110002001000
"[0, 0, 0, 0, 0, 0, 0.03705]",202102020010101001000200200010010000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",202102220010101001010200200010010000000000
"[0, -1, -1, 0, 0, 0, 0]",202102220010101001010200201010010002000000
"[0.03288, 0, 0.02857, 0.07568, 0.01726, 0, 0]",202120010110001001000000200000020000000000
"[0, 0, 0, 0, 0, 0.01785, 0]",202120010110001011000200200000020000000000
"[-1, 0, -1, 0, 0, 0, 0]",212120010110001011000200200020020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122100212210001121000001200000000000000000
"[0, 0, 0, 0, 0, 0.01785, 0.04485]",201120020212001011100101200010220002012000
"[0, -1, 0, 0, 0, 0, 0]",221120021212001011100101200010220002012000
"[0.06273, 0, 0, -1, 0, 0, 0]",202100210210001001000100200000000000000000
"[0.04416, 0, 0, 0, 0, 0, 0]",220122011011002002000100100000000000000000
"[0, 0, 0, 0.04307, 0, 0, 0]",220122011011002102000100100020000000000000
"[0.03705, 0, 0, 0, 0, 0, 0]",220122011011102102000100100020020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",220122011011102102100100100020020002000000
"[0, -1, -1, -1, 0, 0, 0]",220122011011102102100120110020020002000000
"[-1, 0, 0.04705, 0, 0, -1, -1]",000122000011000001200000000000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220112221010101201000110200010020002000000
"[0, 0.01726, 0, 0, 0, 0, 0]",220112221011101201000110200012020002000000
"[0, 0, 0, 0.02767, 0, 0, 0]",211120220212001011100102210010020002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",211120220212001011100102210010122002000000
"[-1, 0, -1, 0, 0, 0, 0]",212122010110201011000202200010000000000000
"[0, 0, 0, 0.02321, 0, 0, 0]",120120010010000002000000000000000000000000
"[0, 0, 0, 0, 0, 0, 0.03395]",120120011010002002000000000000000000000000
"[0.03154, 0, 0, 0, 0, 0, 0]",120120211010002002000100000000000000000000
"[0, 0, 0, 0, 0.02083, 0, 0]",120120211010002102000100000020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120211012002102000110000020000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",211122012112002011000100200000020000000000
"[-1, 0, 0, 0, 0, 0, 0]",211122012112002011100100200020020000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",012102001110200021020000201000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",212102001110200121020000201000000000000000
"[0, 0, 0, 0, -1, -1, 0]",012122000111000021000000200000010000002000
"[0, 0, 0, 0, 0, 0.0119, 0]",120102211010002002000100000000000000000000
"[0.02321, 0, -1, 0, 0, 0, 0]",120102211010002102000100000020000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",120102211010002102000100100020000002000000
"[0, 0, 0, -1, 0, 0, 0]",121102211010002102000120100020000002000000
"[0, -1, -0.17714, -1, -1, -1, -1]",201110220010021001000100200010020002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",102102220110102001000100200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",112102220110102001020100200000000000000000
"[0, -1, 0, 0, 0, 0, 0]",112102220110112001020100200020000000000000
"[0, 0, 0, 0, 0, 0, 0.03169]",211120020012001001100100200010020002002000
"[0, 0, 0, 0, 0, 0.0119, 0]",211120020212001011100100200010020002002000
"[0, 0, 0, 0, 0.01785, 0, 0]",211120020212001011100102210010020002002000
"[0, 0, 0.0119, 0, 0, 0, 0]",211120020212001011100102210010122002002000
"[0.05337, 0, 0, 0, 0, 0, 0]",020102100010000001000000200000000000000000
"[0.0512, 0, 0, 0, 0, 0, 0]",220102101010000001000000200000000000000000
"[0, 0, 0, 0, 0, 0.04529, 0]",220102121010001001000000200000000000000000
"[0.03243, 0, 0, 0, 0, 0, 0]",220102121010201101000000200000000000000000
"[0, 0.02321, -1, -1, 0, 0, 0]",220102121010201101000210200000000000000000
"[0, -1, -1, -1, 0, 0, 0]",201122220112201011100102210010201002000000
"[0.03705, 0, 0, 0, 0, 0, 0]",120122210011001002000200000010000000000000
"[0, 0.02232, 0, 0, 0, 0, 0]",120122211011001002000200000010000002000000
"[0, -1, -1, -1, -1, 0, 0]",120122211011101202000200000010000002000000
"[0, 0, 0, 0.02343, 0, -1, 0]",201122020112001001200100210010000002000000
"[0, -1, -1, 0, 0, 0, 0]",201122020112001011200100210010002002000000
"[0, -1, 0, 0, 0, 0, 0]",211122020212101011100100200010020002002000
"[0, 0.02618, -1, 0, 0, 0, -1]",211122010110202001000100200000020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",212102220110201011000100200010000002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102020110001021000100200010000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",202102020110101021000100200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",202102220110101021000101200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",222102221110101021000101200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",222102221110101221010101200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",222102221110101221010121200011000002000000
"[0, 0, -1, 0, 0, 0, 0]",222102221110101221010121200011100002200000
"[0, -1, -1, 0, 0.68796, -1, -1]",211120220112001011100102200010020002002000
"[0, 0, 0.01785, 0, 0, 0, 0]",012122001110200001000000200000010000002000
"[-1, -1, 0, 0, 0, 0, 0]",012122001110200121000000200000010000002000
"[0, -1, 0, 0, 0, 0, 0]",222122021110001201000210200010010001000000
"[0.03098, 0.0119, 0, 0, 0, 0, 0.01726]",200102210010001002000000100000000000000000
"[0, 0, 0, 0, 0.02886, 0, 0]",200102210010001002000200100010000000000000
"[0, 0, 0, 0, 0, 0.02321, 0]",201122210010001002000200100010000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201122210210001012000200100010000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",201122210210001012000201100010000002000000
"[0, -1, 0, 0, 0, 0, 0]",201122210210021012000201100010100002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211102210010121001012200200120000020000000
"[0, 0, -1, 0, 0, 0, 0]",211102210110121001012200200120000022000000
"[0.03914, 0, 0, 0, 0, 0, 0]",002120000110000001000000200000010000002000
"[0, 0, 0.03866, 0, 0, 0, 0]",202120000111000001000000200000010000002000
"[0, 0, 0.0119, 0, 0, 0, 0]",202120020111001001000000200000010000002000
"[0, 0, 0, 0, 0, 0.0119, 0]",202120020111001011000200200000010000002000
"[-1, 0, 0, 0, 0, 0, 0]",202120020111001011000201200020010000002000
"[0.02321, 0, 0, 0, 0, 0.02235, 0]",012120000010000001000000200000010000002000
"[0.01785, 0, 0, 0, 0, 0, 0]",212120000110000001000000200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",212120021110000001000000200000010000002000
"[0, 0, 0, 0, 0, 0, 0.0119]",212120020012001001100100200010000002000000
"[0, 0, 0, 0, 0.0119, 0, 0]",212120022012001101100100200010000002000000
"[0, -1, 0, 0, 0, 0, 0]",212120022012001101100120210010000002000000
"[0, 0, 0, 0, 0.03154, 0, 0]",002120000011000001000000200000010000002000
"[-1, -1, 0, 0, 0, 0, 0]",202120220111001011000201200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102211010112201012210202110020120001000
"[0, -1, 0, 0, 0, 0, 0]",221102211010112201012210202110020122001000
"[0, 0, 0, 0, -1, 0, 0]",202122020111001011000201200000010000002000
"[0.02886, 0, 0, 0, 0, 0, 0]",102102210110200000000000000000000000000000
"[0, 0, 0.02306, 0, 0, 0, 0]",102102210110202000000100000000000000000000
"[0, 0, 0, -1, 0, 0, 0]",112102210110202000000100000020000000000000
"[0, 0, -1, 0, 0, 0, 0]",212120021110002001000100200000010000002000
"[0, -0.76407, -0.26902, 0, 0.11561, 0, -0.24963]",201120020110001021000101200010020002002000
"[0, -1, -1, 0, -1, -1, -1]",221120021110001021000101200010020002002000
"[0, 0, 0, 0, 0.0413, 0, 0]",211120020210001011000102200010020002000000
"[0.02321, 0, 0, 0, 0, 0, 0]",220102211010110001012000202100020120000000
"[0.02321, 0, 0, 0, 0, 0, 0]",220102211010112001012100202100020120000000
"[0.0119, 0, -1, 0, 0, 0, 0]",220102211010112001012100202120020120001000
"[0, 0, 0, 0, -1, 0, 0]",220102211010112001012100202120020122001001
"[-1, -1, 0, 0, 0, 0, 0]",212102210110112001020100202000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",122100212210001121000021200001000000000000
"[-1, 0, 0, 0, 0, 0, 0]",212120010110001011000202200000020000000000
"[0, 0.02343, 0, 0, 0, 0, 0]",211120022012001101100100200010020002002000
"[0, -1, -1, 0, -1, -1, 0]",211120022012001101100120210010020002002000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102011010002101000200200010010002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102011010002101000220200011010002000000
"[0, 0, 0, 0, -1, 0, 0]",221102011010002101000220200011010002200000
"[0, 0.02321, 0, 0, 0, 0, 0]",101120220010000002000000100000020000001000
"[0, -0.81999, -1, 0, -0.84826, -0.66447, -0.66446]",221120020111001001000100200010020002002000
"[0, -1, -1, 0, -1, -1, -1]",221120020111001011200100200010020002002000
"[0, 0, 0, 0, 0, 0, 0.02321]",220112221010201201010110200011010002202000
"[0, 0, 0, 0, 0, 0, 0.0119]",220112221010221201011110200011010002202000
"[0, 0, -1, 0, 0, 0, 0]",222112221010221201011110200111010002202000
"[0, 0, 0.01785, 0, 0, 0, 0]",212120210110001011000200200000020000000000
"[0, -1, -0.84881, -0.57278, -0.84807, -0.2719, 0.03344]",201120220111021011000102200010020002000000
"[-1, 0, 0, 0, 0, 0, 0]",112120212110021011000200200020000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",120102011020001201000210200002010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102011020101201000210200002010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",120112011020101201000210200022010000002000
"[0, 0, 0.0119, 0, 0, 0, 0]",120112011020101201000210200022010002102000
"[0, 0, 0.0119, 0, 0, 0, 0]",122112011120101201000210200022010002102000
"[0, 0, 0.0119, 0, 0, 0, 0]",122112011120101221000211200022010002102000
"[0, 0, 0, 0, 0.0119, 0, 0]",122112011120101221000211200022210002112000
"[0, 0, 0, 0, 0, 0, 0.0119]",122112011122101221100211200022210002112000
"[0, 0, 0, 0, -1, 0, 0]",122112211122101221100211210022210002112000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102011010200002000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102011010202102000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102011010202102000200000010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102011010202102000200100010000002000000
"[0, -1, 0, 0, 0, 0, 0]",121102011010202102000220100010000002000000
"[0, 0, 0, 0, 0, 0.03154, 0]",201120020012001001100100220010000002000000
"[0, 0.02886, 0, 0, 0, 0, 0]",221120021012001001100100220010000002000000
"[0, 0, 0, 0.02321, 0, 0, 0]",221120021012001201100110220010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120021012001201100110220012010002000000
"[0, 0, -1, 0, 0, 0, 0]",221120021012001201100110220012010002201000
"[0.03154, 0, -1, 0, 0, -1, 0]",120102011010201002000000200000000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",122122020210001011000000200000010000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",122122021210201011000000200000010000001000
"[0, -1, 0, 0, 0, 0, 0]",122122021210201011000200200010010000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",102102220110111021020201200010020000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",112102220110111021020201200010020002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",112102222110111121020201200010020002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",112102222110111121020221200011020002000000
"[0, 0, 0.02321, 0, 0, 0, 0]",112102222110111121020221200011120002200000
"[0, 0, 0, 0, 0, 0.01785, 0]",112102222110111121020221200011120002221000
"[0, 0, 0, 0, 0, 0.0119, 0]",112102222110111121020221202011120102221000
"[0.03395, 0, 0, 0, 0, 0, 0]",122100212010001101000020200000000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",122100212010001101000220200000010000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",122100212110001101000220200020010000000000
"[0, -1, 0, 0, 0, 0, 0]",122100212110001101000220200021010002000000
"[0.02618, 0, 0, 0, -1, 0, 0]",222100010010001001000100200000020000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",222100010110001001000100200020020000000000
"[0, -0.43215, -0.43215, -0.4381, -1, -1, -0.65124]",201122220111201011100102200010020002000000
"[0, -1, -1, -1, -1, -1, -1]",221122220111201011100102210010020002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",112102212010021102001210200020000001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",112102212010021102001210200022010001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",112102212110021102001210200022010001200000
"[0, 0, -1, 0, 0, 0, 0]",112112212110021102001210200022010001202000
"[0, -0.82143, 0.03705, 0.02576, 0.05606, 0.07, 0.03525]",201120220110001021000101200010020002000000
"[0, -1, -1, -1, -1, -1, -1]",221120221110001021000101200010020002000000
"[-1, -1, -1, -1, -1, -1, 0]",211122221110001101000020200000020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",120102011010201102000200200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102011010201102000210200020000000000000
"[-1, -1, -1, -1, -1, 0, 0]",220122211011100001000000200000000000000000
"[0.05662, -1, -1, -1, 0, -1, 0]",122100210010021001000000200000000000000000
"[0, 0, 0, 0, 0.04143, 0, 0]",122100210010021001000200200010000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",122102211010021001000200200010000000000000
"[0, -1, 0, 0, 0, 0, 0]",122102211010021101000200200010000002000000
"[0, 0, 0, 0.01785, 0, 0, 0]",211122012110202011000100200000020000000000
"[0, -1, 0, 0, 0, 0, 0]",211120220212001011100102210010122002021000
"[0, 0.03682, 0, 0, 0, 0, 0]",211122020012001001100100210010020002002000
"[0, 0, 0, 0, 0, 0.0119, 0]",211122022012001101100100210010020002002000
"[0, 0, 0, 0, 0, 0, 0.0119]",222120021010001101000200200010010001002000
"[0, 0, 0, 0, 0.0119, 0, 0]",222120221110001101000200200010010001002000
"[0, -1, 0, 0, 0, 0, 0]",222120221112001101000210200010010001002000
"[0, 0, 0, 0, 0, 0.0119, 0]",122100212110001101000220200020010001002000
"[0, -1, 0, 0, 0, 0, 0]",122102212110101101000220200020010001002000
"[0, -1, 0, 0, 0, 0, 0]",112110211212002011100200200010020002002000
"[0, 0.0119, 0, 0, 0, 0, 0]",211122022012001101100110210010022002002000
"[-1, 0, 0, 0, 0, -1, 0]",102120200020000001000000100000010000000000
"[0, -1, 0.11629, -1, -1, -0.35113, -1]",201122020112001011000100200010020002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",221122011010001101000200200000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120100200020000001000000100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120100221020000001000000100000000000000000
"[0, 0, 0, 0, 0.0119, 0, 0]",120100221020002001000100100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120120221020002001000100100010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120221020002101000100100010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",121120221020002101000120100010000002000000
"[0, 0, 0, -1, 0, 0, 0]",121120221020002101000120100012000002100000
"[0, 0, -1, 0, 0, 0, 0]",211122022012001101100110210012022002102000
"[-1, 0, 0, 0, 0, 0, 0]",122100212110021101000220200000010000000000
"[0, 0, 0, 0.05213, 0, 0, 0]",202100210210001011000100200020000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",202110210210001011000100200020000002000000
"[0, -1, 0, 0, 0, 0, 0]",212110210210001011000100200020020002000000
"[0.01785, 0, 0, 0, 0, 0, 0]",212122001110200101000000200000010000002000
"[0, 0.01726, 0.0119, 0, -1, -1, 0]",211120220012001001100100210010020002002000
"[0, 0, 0, 0, 0, 0, 0.01785]",211120222012001101100100210010020002002000
"[0, -1, -1, 0, 0, 0, 0]",211120222012021101100110210010020002002000
"[0, 0.02321, 0, 0, 0, 0, 0]",222120021012001101000200200010010001000000
"[0, 0.01785, 0, 0, 0, 0, 0]",222120021012001101000220200011010001000000
"[0, 0, -1, -1, 0, 0, 0]",222120021112001101000220200011010001200000
"[0, -1, 0.10707, 0, 0, -0.42638, 0.02842]",211122020112001011000102200010020002000000
"[0, 0, 0, 0, 0, 0.02083, 0]",202120010110001021000100200000020000000000
"[-1, -1, -1, 0, 0, 0, 0]",202122010111001021000100200000020000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",122102212010001101000000200000000000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",122102212010101101000200200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122102212010101101000200200020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122102212010101101020210200020000001000000
"[0, 0, 0, 0, 0.0119, 0, 0]",122102212010101101020210200022010001000000
"[0, -1, 0, 0, 0, 0, 0]",122122212011101101020210200022010001000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102011010201102000210200022010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102011010201102000210200022010002001000
"[0, 0, -1, 0, 0, 0, 0]",120102011010201102010210200022010002201000
"[0.03567, 0, 0, -1, -1, 0, 0]",002122000111000001200000000000000000000000
"[-1, 0, -1, -1, 0.03902, 0, 0]",202122000111000001200000010000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",112102221110112201000100200020020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112102221110112201000100200020020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",112102221110112201000120200021020002001000
"[0, 0, 0.0119, 0, 0, 0, 0]",112102221110112201010120200021020002201000
"[0, 0, 0.0119, 0, 0, 0, 0]",112102221110112221010121200021020002201000
"[0, 0, 0.0119, 0, 0, 0, 0]",112102221110112221011121200021220002201000
"[0, 0, 0, 0, -1, 0, 0]",112112221110112221011121200021220002221000
"[0.06881, 0, 0, 0, 0.0119, 0, 0]",100102200020000001000000100000000000000000
"[0, -1, 0.05774, 0, -1, -1, 0]",110102220020000001000000100000000000000000
"[0, 0.03578, 0, 0, 0, 0, 0.01994]",202120220110001011000200200010000001000000
"[0, 0.02083, 0, 0, 0, 0.0119, 0]",222120221110001011000200200010000001000000
"[0, -1, -1, -1, -1, 0, 0]",222120221110001211000201200010000001000000
"[0.02886, 0, 0, 0, 0, 0, 0]",122110210210002011000100200000020000000000
"[0, 0, 0, 0, 0, 0.02321, 0]",122110210210002011000100200020020001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122110210210002011000102200020120001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122110212210002111000102200020120001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",122110212210002111000122200021120001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",122110212210002111000122200021120001102000
"[0, 0, 0, 0, -1, 0, 0]",122110212210012111000122200021120001122000
"[0, 0, 0, 0, 0, 0.02321, 0]",002121000010000001000000200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",002121000210000011000000200000010000002000
"[0, 0, 0, 0, 0, 0, -1]",202121000210000011000001200000010000002000
"[0, 0, 0.0119, 0, 0, 0, 0]",102100210110022001002200200120010001000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201120020110002002000100100000020000001000
"[0, 0, 0, 0, 0.0119, 0, 0]",201120020111002002000100100020020000001000
"[-1, 0, 0, 0, 0, 0, 0]",211120020111002002200100100020020000001000
"[-1, -1, -1, -1, -0.73134, -1, -1]",212120210110001001000100200020020000000000
"[0, 0, 0.04588, -1, 0, -1, -1]",201120220112021011000100200010000002000000
"[0, -1, 0, 0, 0, 0, 0]",220122211011102102100100110020020002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",122102212010111101000220200020000001000000
"[0, 0, 0, 0, 0, 0, 0.0119]",122102212010111101000220200022010001000000
"[0, -1, 0, 0, 0, 0, 0]",122102212110111101002220200022010001000000
"[0, 0, 0, 0.02562, 0, 0, 0]",202120010112001011000000200000020000000000
"[0, 0, 0, 0.02306, 0, 0, 0]",212120010112001011000200200000020000000000
"[-1, 0, 0, 0, 0, 0, 0]",212120010112001011100200200020020000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",220102011010000001000000200000010000002000
"[0.03137, 0, 0, 0, 0, 0, 0.04496]",220102011010002101000000200000010000002000
"[0, 0, 0.04451, 0, 0, 0, 0]",220102011010002101000210200000010000002000
"[-1, 0.0244, 0, 0, 0, 0, 0]",222102011010002101000210200010010000002000
"[0, 0, 0.04322, 0, 0.0289, 0, 0]",220120021010001001000100200020010000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",220120021010001101000100200020010002000000
"[0, -1, 0, 0, 0, 0, 0]",221120021010001101000120200020010002000000
"[0, -1, -1, 0, -1, -1, 0]",211120221212001011100100200010020002002000
"[0.03154, 0, 0, 0, 0, 0, 0]",202100220210001011000201200010010000000000
"[0, 0.01785, 0, -1, 0, 0, 0]",202100220210001011000201200010110002000000
"[0, -1, 0, 0, 0, 0, -1]",222100221210001011000201200010110002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",202120020210001011000000200000010000001000
"[0.02618, 0, 0, 0, 0, 0, 0]",202120020210001011000200200010010000001000
"[0, 0, 0, 0, 0.01785, 0, 0]",212120020210001011000200200010010002001000
"[0, -1, 0, 0, 0, 0, 0]",211120220212001011100100210010020002002000
"[0.02321, 0, 0, 0, 0, 0, 0]",220102001010000201000000200000010000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",220102021010000201000010200000010000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",220102021010002201000110200000010000001000
"[0, 0, 0, 0, 0, 0, 0.02321]",220102021010102201000110200020010000001000
"[0, 0, 0.01785, 0, 0, 0, 0]",221102221010102201000110200020010000001000
"[-1, -1, 0, 0, 0, 0, 0]",221102221210102211000110200020010000001000
"[0.07165, -1, 0, 0, -1, -1, 0]",220102022010001001000100200010010000000000
"[0, 0, 0.02235, 0, 0, 0.01726, 0.06532]",220102022010001101000100200010010002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",221102022010001101000120200010010002000000
"[0, -1, -1, 0, 0, 0, 0]",221102022010101101000120200012010002000000
"[-1, -1, 0, 0, 0, 0, 0]",211122012110202011000100200010020000002000
"[0, 0, 0, 0, 0.02321, 0, 0]",201120020012001001100100220010020002001000
"[0, 0, 0, 0, 0, 0.03154, 0]",221120021012001001100100220010020002001000
"[0, 0.01785, 0, 0, 0, 0, 0]",221120021012001201100110220010020002001000
"[0, 0, 0, 0, 0, 0.0119, 0]",221120021012001201100110220012020002101000
"[0, 0, 0, 0, 0.0512, 0, 0]",211122020012001001100100200010020002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",211122220012001001100100210010020002000000
"[0, -1, -1, 0, 0, 0, 0]",211122222012001101100100210010020002000000
"[0, 0, 0, 0, 0, 0.04382, 0]",220121211011000201000000200000000000000000
"[0, 0, -1, 0, 0, 0, 0.05999]",220121211011102201000000200000000000000000
"[0, 0, 0, 0, 0.0119, 0, 0]",220121211011102201110220200000000000000000
"[0, -1, -0.76476, 0, -1, -0.76476, -1]",221122020111001011000100200010020002002000
"[0.06747, 0, 0, 0, 0, 0, 0]",212100020010001001000000200000010000002000
"[0, 0, 0, 0, 0, 0.0119, 0]",212100020110001001000200200000010000002000
"[0, 0, 0.05374, 0, 0, 0, 0]",212100021110001001000200200020010000002000
"[0, 0.0119, 0, 0, 0, 0, 0]",212100021110001201000200200020010001002000
"[0, 0.0119, 0, 0, 0, 0, 0]",212100021110001201000220200021010001002000
"[0, 0, -1, 0, 0, 0, 0]",212101021110001201000220200021010001202000
"[0, 0, 0.02232, 0, 0, 0, 0]",201120220111001021000101200010220002000000
"[0, 0.0119, 0, 0, 0, -1, 0]",221122222011101101120100200010000002000000
"[0.03697, 0.04567, 0.0261, 0.07156, 0.04276, 0, 0.03154]",201100020010001001000100200020020000000000
"[0, 0, 0, 0, 0, 0, 0.02726]",221100020010001001000100200020020000001000
"[0, 0, 0, 0, 0.01726, 0.03154, 0]",221100021010001001000100200020020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",221100021010001201000110200020020002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",221110021010001201000110200022020002001000
"[0, 0, -1, 0, 0, 0, 0]",221110021110001201000110200022020002201000
"[0, 0, 0, 0, 0, 0, 0.01785]",222112011010002101000210200012010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",222112211011002101000210200012010000002000
"[0, 0, 0, 0, 0.0119, 0.0119, 0]",221120021010001101000100200020020002001000
"[0, 0, -1, 0, 0, 0, 0]",221120021012001101100100200020020002001000
"[0, 0, 0, 0.02321, 0, 0, 0]",220102011010201002000000100000000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220102011010201002000200100010000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",220102011010201102000200100010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102011010201102000220100011000002000000
"[0, 0, -1, 0, 0, 0, 0]",220102011010201102000220100011010002200000
"[0, -1, -1, 0, 0, 0, 0]",212122020111001011000100200020000002000000
"[0, 0, -1, 0, 0, 0, 0]",121121212012121101101210200211020022202000
"[0, 0, 0.03395, 0, 0, 0, 0]",201120220112001021100101200010020002000000
"[0, 0.0119, 0, 0, 0, 0, -1]",221120221112001021100101200010020002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120221112001221100111200010020002000000
