,scores,states
0,0.004610361722476811,000010000000000000000000000000000000000000
1,0.004194440077400552,200110000000000000000000000000000000000000
2,0.004316319883939804,020010000001000000000000000000000000000000
3,0.004910428322203137,002010000100000000000000000000000000000000
4,0.0046675919401721715,000210000001000000000000000000000000000000
5,0.005354573214373581,000010000002000000100000000000000000000000
6,0.004106866401158638,000112000000000000000000000000000000000000
7,0.004173531409544226,001010200000000000000000000000000000000000
8,0.004180071539904486,200210000011000000000000000000000000000000
9,0.003599874915241633,020210000011000000000000000000000000000000
10,0.004048361897858038,102210000001000000000000000000000000000000
11,0.004253050524722572,001210000021000000000000000000000000000000
12,0.0040656080227806654,001210000001000000200000000000000000000000
13,0.003982466477209124,000212000011000000000000000000000000000000
14,-0.8687372755192515,000210200001000000100000000000000000000000
15,0.004737477036507174,201210000021000001000000000000000000000000
16,0.003499248066979303,021210000121000000000000000000000000000000
17,0.004273748248961494,001210000221000001000000000000000000000000
18,-0.006350312034792296,001210000021000002000000100000000000000000
19,0.004333658295287852,001210000021000001200000000000000000000000
20,-0.7465942293040444,001212000021000000100000000000000000000000
21,0.0010607598952187113,001210200121000000000000000000000000000000
22,0.004281557118678722,201210000221000011000000000000000000000000
23,-0.007506660584915402,021210000221000001100000000000000000000000
24,-0.006306762470820139,001210000221000021000001000000000000000000
25,0.0015637630613798519,001210000221000001100000200000000000000000
26,-0.0031032767037125607,001210000221000011200000000000000000000000
27,-0.0052356544307598256,001212000221000001100000000000000000000000
28,0.0036540804370052563,001210200221000001100000000000000000000000
29,3.096126798843692e-05,201210020221000011000001000000000000000000
30,0.0003268358721700837,221210000221000011000001000000000000000000
31,-0.006735019433584327,201210000221000011100002000000000000000000
32,0.002626581587603437,201210000221000011000001200000000000000000
33,0.0019971268057778248,201210000221000011200001000000000000000000
34,-0.0068884414592041724,201212000221000011100000000000000000000000
35,-0.006284809733063428,201210200221000011000001000000000000000000
36,-0.0056355929661642285,201210020221000011100001200000000000000000
37,-0.0018370750915583465,221210000221000011100001200000000000000000
38,-0.4939163754136575,201210000221000011100001200000200000000000
39,-0.4967687087479414,201210000221000011100001200000020000000000
40,-0.50221451663937,201210000221000011200001200000100000000000
41,0.0005772899446508492,201212000221000011000001200000100000000000
42,-0.507446451359006,201210200221000011100001200000000000000000
43,0.0020116452544235337,201210020221000011100001210000200000000000
44,0.006327656635135312,221210000221000011100001210000200000000000
45,0.002516640956516613,201210000221000011100001210000200000020000
46,0.0061730045711048545,201210000221000011100001210000220000000000
47,0.007823507639840825,201211000221000011100001220000200000000000
48,-0.007036713478993815,201212000221000011100001210000200000000000
49,-0.008939082130329736,201210200221000011100001210000200000000000
50,0.004778242086964538,000100000000000000000000000000000000000000
51,0.004412122240483098,201100000000000000000000000000000000000000
52,0.005241457847568616,020100000010000000000000000000000000000000
53,0.004166185177113211,002100000010000000000000000000000000000000
54,0.001054939753619685,000100000020000001000000000000000000000000
55,0.004441585698464541,000120000010000000000000000000000000000000
56,0.0041405309863076145,000100200010000000000000000000000000000000
57,0.003661126069458299,000102000010000000000000000000000000000000
58,-0.9848043025903732,200102000010000001000000000000000000000000
59,0.0021566820576197267,021102000010000000000000000000000000000000
60,0.003451141519280106,002112000010000000000000000000000000000000
61,0.002430403556068823,100102000010000002000000000000000000000000
62,0.001107849475476692,000122000011000000000000000000000000000000
63,-0.003208686095216909,100102000010200000000000000000000000000000
64,-0.9852230710729608,000102200010000001000000000000000000000000
65,-0.008046294194187311,200102200010000001000000100000000000000000
66,0.0032870685662303827,020102200010000001000000100000000000000000
67,-0.0038954496926705603,002102200010000001000000100000000000000000
68,-0.004835844839033278,010102200010000001000000200000000000000000
69,-0.005145577704865671,000122200010000001000000100000000000000000
70,0.007730736232345215,000102200010200001000000100000000000000000
71,-0.002982417541617768,000102200010020001000000100000000000000000
72,0.004403144951103796,201010000000000000000000000000000000000000
73,0.004586196062101174,020110000000000000000000000000000000000000
74,0.004949655850168851,001210000000000000000000000000000000000000
75,0.004561532248711959,000012000001000000000000000000000000000000
76,0.004873629182446368,000110200000000000000000000000000000000000
77,-0.8660912012887865,201112000000000000000000000000000000000000
78,0.0041192580599446645,020112000001000000000000000000000000000000
79,0.004494556182545904,002112000001000000000000000000000000000000
80,-0.0008088967784578017,100112000020000000000000000000000000000000
81,0.002416309033448173,100112000002000000000000000000000000000000
82,-0.10520190182845683,100112000000200000000000000000000000000000
83,0.002563124496209801,000112200001000000000000000000000000000000
84,0.0018602856550864614,100112020002001000000000000000000000000000
85,-0.008447220200631076,120112000012000000000000000000000000000000
86,-0.006255660192409036,102112000002000000100000000000000000000000
87,0.0004111875868828465,110112000022000000000000000000000000000000
88,0.0011333297816346149,100112010002000000200000000000000000000000
89,-0.7412051910511641,110112000002200000000000000000000000000000
90,-0.0007642682291399156,100112210002000000000000000000000000000000
91,0.0013014303192049256,111112020002200000000000000000000000000000
92,-0.0037045717475863117,111112002002200000000000000000000000000000
93,0.0007486160721182684,112112000102200000000000000000000000000000
94,0.009443915849123349,111112000022200000000000000000000000000000
95,0.006155629040106475,111112000002200000200000000000000000000000
96,0.0035607491666044843,111112000002200000020000000000000000000000
97,-0.002296686281694687,111112200002200000000000000000000000000000
98,0.004940296539091421,021100000000000000000000000000000000000000
99,0.004097776614898179,000110000020000000000000000000000000000000
100,0.0049087265817453676,001102000000000000000000000000000000000000
101,0.004131613553511374,001100200000000000000000000000000000000000
102,-0.7462777886306178,201110020000000000000000000000000000000000
103,0.0041947081032562665,221100000010000000000000000000000000000000
104,-0.9293026491693532,201110000200000000000000000000000000000000
105,-0.4977490649735376,201110000020000000000000000000000000000000
106,0.004414754821678664,201120000010000000000000000000000000000000
107,-0.9670041682535896,201110200000000000000000000000000000000000
108,0.004488505191056643,201102000100000000000000000000000000000000
109,0.0030902057989597304,201102020110000000000000000000000000000000
110,0.005867250875418575,221112000100000000000000000000000000000000
111,0.004856704004574549,201102010100000020000000000000000000000000
112,-0.004890581778228016,201102000120000010000000000000000000000000
113,0.005094778644695217,201122010100000000000000000000000000000000
114,0.000685028231421192,201112000100200000000000000000000000000000
115,-0.008240218292768806,201102200110000000000000000000000000000000
116,0.0005726884363594603,201122010100002000000100000000000000000000
117,-0.005036758391830511,221122010100001000000000000000000000000000
118,-0.5035997036927611,201122010110000020000000000000000000000000
119,-0.00269522745710542,201122010120000010000000000000000000000000
120,0.004990960155382931,201122010102001000000000000000000000000000
121,0.0008622045598237034,201122010110200000000000000000000000000000
122,-0.0017147915191839552,201122210100001000000000000000000000000000
123,-0.4953222076646082,201122210110001000000200000000000000000000
124,-0.0006714903299222106,221122210100001000000100000000000000000000
125,-0.497387215016876,201122210100001020000100000000000000000000
126,-0.5002386617270326,201122210120001000000100000000000000000000
127,-0.5003916723567704,201122210102001000000100000000000000000000
128,-0.4961068265952895,201122210100201000000100000000000000000000
129,-0.4940353011347733,201122210100021000000100000000000000000000
130,0.005298967541275936,201122210110021000000100000020000000000000
131,-0.005959556426262667,221122210100021000000100000010000000000000
132,-0.00375035744438948,201122210100021020000100000010000000000000
133,-0.0041711349857697375,201122210120021000000100000010000000000000
134,-0.006111113606791871,201122210102021000000100000010000000000000
135,0.006024782656742968,201122210100221000000100000010000000000000
136,-0.007645024302697411,201122210100021000002100000010000000000000
137,-0.00255263934258517,211122210110021000000100000020000002000000
138,-0.007857661959948492,221122211110021000000100000020000000000000
139,-0.007074939695324555,211122210110021020000100000020000000000000
140,0.0030646484817317236,211122210110021002000100000020000000000000
141,-0.4956891661812131,211122210112021000000100000020000000000000
142,-0.4936618476623426,211122210110221000000100000020000000000000
143,0.0058398893849498715,201122210110021000002100000120000000000000
144,0.0010312731479063288,211122211110221000000100000020000002000000
145,0.0023274092383344016,211122212110221010000100000020000000000000
146,-0.001723493863191504,211122211110221020000100000020000000000000
147,-0.002755323526124207,211122211110221002000100000020000000000000
148,0.003452097680070926,211122211112221000000100000020000000000000
149,-0.006700313849112271,211122211110221000020100000020000000000000
150,0.002715396456935573,211122211110221000002100000020000000000000
151,0.004597751242272559,001000000000000000000000000000000000000000
152,0.005325032330396703,001000000200000010000000000000000000000000
153,0.004393980801236358,001200000100000000000000000000000000000000
154,0.004382048313455981,001120000000000000000000000000000000000000
155,0.004985656251037191,001012000000000000000000000000000000000000
156,0.00422336054721938,021000000100000000000000000000000000000000
157,-6.431929251763184e-05,221100000100000000000000000000000000000000
158,0.001641480331454568,121000002100000000000000000000000000000000
159,0.004126411235371405,121000000100000020000000000000000000000000
160,-0.496825049676306,021200000100000010000000000000000000000000
161,-0.9340551197552114,021020000100000010000000000000000000000000
162,0.004447803501466632,021102000100000000000000000000000000000000
163,0.0038319087794577203,021100200100000000000000000000000000000000
164,0.003907819341177139,121000020100001020000000000000000000000000
165,0.0009542649323506528,121000002100000120000000000000000000000000
166,0.0033640759021885194,121000010100000020000002000000000000000000
167,-0.22015158774438884,121200010100000020000000000000000000000000
168,-0.0014881061842663618,121020010100000020000000000000000000000000
169,0.0005983997259945276,121002010100000020000000000000000000000000
170,0.002656725111073005,121010200100000020000000000000000000000000
171,-0.00641435483984481,121002010100002020000001000000000000000000
172,-0.5019935975106016,121002012100001020000000000000000000000000
173,-0.5057547103842794,121002010100001020000002000000000000000000
174,-0.7458168319141179,121202010100001020000000000000000000000000
175,-0.00533265125212679,121022010100001020000000000000000000000000
176,0.0045505860319764654,121102010100200020000000000000000000000000
177,-0.4949695997655299,121002210100001020000000000000000000000000
178,-0.008986767837791305,121012210100001020000200000000000000000000
179,-0.007738733774419073,121002212100001020000100000000000000000000
180,-0.009378665578937113,121002210100001020000102000000000000000000
181,-0.0069338328279830615,121202210100001020000100000000000000000000
182,0.004254612932710643,121022210100001020000100000000000000000000
183,0.004673366553917216,121002210100201020000100000000000000000000
184,0.0011845340560038293,121002210100021020000100000000000000000000
185,0.004813521248130178,021010000000000000000000000000000000000000
186,0.005050478612740854,001010000002000000000000000000000000000000
187,-0.7264062289618051,200012000001000000100000000000000000000000
188,-0.9302358323780582,020012000001000000100000000000000000000000
189,-0.4940540125395575,000212000001000000100000000000000000000000
190,-0.008535420190696984,010012000001000000200000000000000000000000
191,0.0031252099835197586,010012000001200000000000000000000000000000
192,-0.9765263879234832,000012200001000000100000000000000000000000
193,0.0051404482552997064,002012000101000000000000000000000000000000
194,0.004905856456001336,202112000101000000000000000000000000000000
195,-0.4985511139482644,022012000101000000100000000000000000000000
196,-0.7434321427300786,002012000101000020100000000000000000000000
197,-0.4909008803580099,002212000111000000000000000000000000000000
198,0.005726422791546593,012012000101000000200000000000000000000000
199,-0.0032432807461069595,012012000101200000000000000000000000000000
200,-0.499971383255638,002012200101000000100000000000000000000000
201,-0.6183105774546312,212212000111000000000000000000000000000000
202,-0.008158238730378234,122212000111000000000000000000000000000000
203,-0.49184946324532597,002212000111000020100000000000000000000000
204,-0.008773634281351805,002212000111000002100000000000000000000000
205,0.009219200861182329,002212000111100000200000000000000000000000
206,-0.4920894481502378,102212000111200000000000000000000000000000
207,-0.495058262292839,002212200111000000100000000000000000000000
